Filename, BenignWare, Mirai, Bashlite, Unknown, Android, Tsunami, Dofloo, Xorddos, Hajime, Pnscan
0000dc2f3c8bde2d3b61cd1ba3aa5e839c0a7bf432d2e06a88a7ce3b199453e7, 0.91,0.0,0.0,0.08,0.0,0.01,0.0,0.0,0.0,0.0
1100a1693fbe43b0ff29c1d5a36011421752e162171683a7053cc1a342cdb11a, 0.01,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1100f12c32392a843ecfa018d2db0755cdc503fcf7c8a90bc47b3a4286a800dd, 0.29064935064935066,0.7023376623376624,0.004285714285714285,0.00012987012987012987,0.0,0.0016883116883116883,0.0005194805194805195,0.0,0.0,0.0003896103896103896
